1,43,14,34,9,5,26,11
10,58,38,54,61,60,41,19
13,49,30,55,37,63,22,36
25,17,21,51,42,3,27,24
44,28,50,32,57,48,18,46
6,47,64,40,59,29,4,7
33,31,56,62,53,39,52,15
12,45,35,16,20,8,23,2
